Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"XCL1","X-C Motif Chemokine Ligand 1","Protein Coding","P47992","46","GC01P168576","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XCL1"
"ACER2","Alkaline Ceramidase 2","Protein Coding","Q5QJU3","45","GC09P019409","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER2"
"DNAJB5","DnaJ Heat Shock Protein Family (Hsp40) Member B5","Protein Coding","O75953","45","GC09P060051","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB5"
"MARCHF8","Membrane Associated Ring-CH-Type Finger 8","Protein Coding","Q5T0T0","45","GC10M048783","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF8"
"MAS1L","MAS1 Proto-Oncogene Like, G Protein-Coupled Receptor","Protein Coding","P35410","45","GC06M100165","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAS1L"
"MYL5","Myosin Light Chain 5","Protein Coding","Q02045","45","GC04P000673","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL5"
"PARP16","Poly(ADP-Ribose) Polymerase Family Member 16","Protein Coding","Q8N5Y8","45","GC15M155353","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP16"
"PCDHA7","Protocadherin Alpha 7","Protein Coding","Q9UN72","45","GC05P155472","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA7"
"PPEF2","Protein Phosphatase With EF-Hand Domain 2","Protein Coding","O14830","45","GC04M075859","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPEF2"
"R3HDM2","R3H Domain Containing 2","Protein Coding","Q9Y2K5","45","GC12M057253","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM2"
"RPS6KL1","Ribosomal Protein S6 Kinase Like 1","Protein Coding","Q9Y6S9","45","GC14M074903","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KL1"
"SLC16A6","Solute Carrier Family 16 Member 6","Protein Coding","O15403","45","GC17M068267","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A6"
"STK17A","Serine/Threonine Kinase 17a","Protein Coding","Q9UEE5","45","GC07P043582","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17A"
"UBAC1","UBA Domain Containing 1","Protein Coding","Q9BSL1","45","GC09M135932","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAC1"
"ZFP91","ZFP91 Zinc Finger Protein, Atypical E3 Ubiquitin Ligase","Protein Coding","Q96JP5","45","GC11P059081","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP91"
"BEGAIN","Brain Enriched Guanylate Kinase Associated","Protein Coding","Q9BUH8","44","GC14M122095","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEGAIN"
"ERGIC2","ERGIC And Golgi 2","Protein Coding","Q96RQ1","44","GC12M029337","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC2"
"FAM131B","Family With Sequence Similarity 131 Member B","Protein Coding","Q86XD5","44","GC07M143353","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM131B"
"FEV","FEV Transcription Factor, ETS Family Member","Protein Coding","Q99581","44","GC02M218981","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEV"
"GTF2IRD2","GTF2I Repeat Domain Containing 2","Protein Coding","Q86UP8","44","GC07M074796","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD2"
"HECTD2","HECT Domain E3 Ubiquitin Protein Ligase 2","Protein Coding","Q5U5R9","44","GC10P091409","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD2"
"HS3ST5","Heparan Sulfate-Glucosamine 3-Sulfotransferase 5","Protein Coding","Q8IZT8","44","GC06M114055","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST5"
"NFX1","Nuclear Transcription Factor, X-Box Binding 1","Protein Coding","Q12986","44","GC09P059948","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFX1"
"PCDHGA1","Protocadherin Gamma Subfamily A, 1","Protein Coding","Q9Y5H4","44","GC05P155503","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA1"
"PLD6","Phospholipase D Family Member 6","Protein Coding","Q8N2A8","44","GC17M088555","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD6"
"PPM1M","Protein Phosphatase, Mg2+/Mn2+ Dependent 1M","Protein Coding","Q96MI6","44","GC03P052245","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1M"
"TPSG1","Tryptase Gamma 1","Protein Coding","Q9NRR2","44","GC16M001221","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSG1"
"ZC3H13","Zinc Finger CCCH-Type Containing 13","Protein Coding","Q5T200","44","GC13M045954","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H13"
"ZNF274","Zinc Finger Protein 274","Protein Coding","Q96GC6","44","GC19P133831","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF274"
"ZP4","Zona Pellucida Glycoprotein 4","Protein Coding","Q12836","44","GC01M237877","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZP4"
"APOBEC3F","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3F","Protein Coding","Q8IUX4","43","GC22P039040","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3F"
"CDC42SE1","CDC42 Small Effector 1","Protein Coding","Q9NRR8","43","GC01M151050","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42SE1"
"LDHAL6A","Lactate Dehydrogenase A Like 6A","Protein Coding","Q6ZMR3","43","GC11P019466","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHAL6A"
"LILRA5","Leukocyte Immunoglobulin Like Receptor A5","Protein Coding","A6NI73","43","GC19M054307","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRA5"
"NEK5","NIMA Related Kinase 5","Protein Coding","Q6P3R8","43","GC13M052033","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK5"
"PAQR8","Progestin And AdipoQ Receptor Family Member 8","Protein Coding","Q8TEZ7","43","GC06P156587","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR8"
"PRG3","Proteoglycan 3, Pro Eosinophil Major Basic Protein 2","Protein Coding","Q9Y2Y8","43","GC11M057376","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG3"
"RNF103","Ring Finger Protein 103","Protein Coding","O00237","43","GC02M086603","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103"
"SH3TC1","SH3 Domain And Tetratricopeptide Repeats 1","Protein Coding","Q8TE82","43","GC04P008274","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3TC1"
"SLC36A4","Solute Carrier Family 36 Member 4","Protein Coding","Q6YBV0","43","GC11M133395","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A4"
"SLC4A9","Solute Carrier Family 4 Member 9","Protein Coding","Q96Q91","43","GC05P155459","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A9"
"ZMIZ2","Zinc Finger MIZ-Type Containing 2","Protein Coding","Q8NF64","43","GC07P044749","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMIZ2"
"ZNF107","Zinc Finger Protein 107","Protein Coding","Q9UII5","43","GC07P064666","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF107"
"ZNF174","Zinc Finger Protein 174","Protein Coding","Q15697","43","GC16P003401","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF174"
"RAB4B","RAB4B, Member RAS Oncogene Family","Protein Coding","P61018","42","GC19P133078","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4B"
"SLC39A11","Solute Carrier Family 39 Member 11","Protein Coding","Q8N1S5","42","GC17M072645","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A11"
"CSTL1","Cystatin Like 1","Protein Coding","Q9H114","41","GC20P023678","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTL1"
"CYB561A3","Cytochrome B561 Family Member A3","Protein Coding","Q8NBI2","41","GC11M061348","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB561A3"
"HNRNPLL","Heterogeneous Nuclear Ribonucleoprotein L Like","Protein Coding","Q8WVV9","41","GC02M038561","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPLL"
"MAP3K7CL","MAP3K7 C-Terminal Like","Protein Coding","P57077","41","GC21P029077","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7CL"
"RNF39","Ring Finger Protein 39","Protein Coding","Q9H2S5","41","GC06M100200","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF39"
"STK35","Serine/Threonine Kinase 35","Protein Coding","Q8TDR2","41","GC20P002101","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK35"
"ZFP1","ZFP1 Zinc Finger Protein","Protein Coding","Q6P2D0","41","GC16P106215","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP1"
"CREBZF","CREB/ATF BZIP Transcription Factor","Protein Coding","Q9NS37","40","GC11M085657","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBZF"
"CSDC2","Cold Shock Domain Containing C2","Protein Coding","Q9Y534","40","GC22P081627","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSDC2"
"EBPL","EBP Like","Protein Coding","Q9BY08","40","GC13M049660","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBPL"
"FOXN4","Forkhead Box N4","Protein Coding","Q96NZ1","40","GC12M109277","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN4"
"KLF16","KLF Transcription Factor 16","Protein Coding","Q9BXK1","40","GC19M001852","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF16"
"OLFML2B","Olfactomedin Like 2B","Protein Coding","Q68BL8","40","GC01M165387","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFML2B"
"OR10J1","Olfactory Receptor Family 10 Subfamily J Member 1","Protein Coding","P30954","40","GC01P170699","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10J1"
"SLC26A10P","Solute Carrier Family 26 Member 10, Pseudogene","Pseudogene","Q8NG04","40","GC12P065449","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A10P"
"ZNF394","Zinc Finger Protein 394","Protein Coding","Q53GI3","40","GC07M106041","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF394"
"ZNF628","Zinc Finger Protein 628","Protein Coding","Q5EBL2","40","GC19P133706","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF628"
"C11orf24","Chromosome 11 Open Reading Frame 24","Protein Coding","Q96F05","39","GC11M132950","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf24"
"PTRH1","Peptidyl-TRNA Hydrolase 1 Homolog","Protein Coding","Q86Y79","39","GC09M130975","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTRH1"
"RGL4","Ral Guanine Nucleotide Dissociation Stimulator Like 4","Protein Coding","Q8IZJ4","39","GC22P023688","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGL4"
"SP5","Sp5 Transcription Factor","Protein Coding","Q6BEB4","39","GC02P170724","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP5"
"TAS2R39","Taste 2 Receptor Member 39","Protein Coding","P59534","39","GC07P161580","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R39"
"ZBTB45","Zinc Finger And BTB Domain Containing 45","Protein Coding","Q96K62","39","GC19M058513","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB45"
"GPR148","G Protein-Coupled Receptor 148","Protein Coding","Q8TDV2","38","GC02P130729","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR148"
"GPR21","G Protein-Coupled Receptor 21","Protein Coding","Q99679","38","GC09P123033","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR21"
"GUCA1C","Guanylate Cyclase Activator 1C","Protein Coding","O95843","38","GC03M108907","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA1C"
"KLHDC9","Kelch Domain Containing 9","Protein Coding","Q8NEP7","38","GC01P161098","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC9"
"OR1B1","Olfactory Receptor Family 1 Subfamily B Member 1","Protein Coding","Q8NGR6","38","GC09M122628","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR1B1"
"OR52B2","Olfactory Receptor Family 52 Subfamily B Member 2","Protein Coding","Q96RD2","38","GC11M006169","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR52B2"
"PRDM11","PR/SET Domain 11","Protein Coding","Q9NQV5","38","GC11P045094","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM11"
"PRSS33","Serine Protease 33","Protein Coding","Q8NF86","38","GC16M002783","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS33"
"TMEM171","Transmembrane Protein 171","Protein Coding","Q8WVE6","38","GC05P073120","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM171"
"UBXN10","UBX Domain Protein 10","Protein Coding","Q96LJ8","38","GC01P060826","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN10"
"WDR54","WD Repeat Domain 54","Protein Coding","Q9H977","38","GC02P075170","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR54"
"ZNF155","Zinc Finger Protein 155","Protein Coding","Q12901","38","GC19P043967","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF155"
"ZNF208","Zinc Finger Protein 208","Protein Coding","O43345","38","GC19M100699","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF208"
"ZNF250","Zinc Finger Protein 250","Protein Coding","P15622","38","GC08M147046","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF250"
"ZNF566","Zinc Finger Protein 566","Protein Coding","Q969W8","38","GC19M103865","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF566"
"CYSTM1","Cysteine Rich Transmembrane Module Containing 1","Protein Coding","Q9H1C7","37","GC05P155458","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSTM1"
"FAM186A","Family With Sequence Similarity 186 Member A","Protein Coding","A6NE01","37","GC12M050326","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM186A"
"KCTD14","Potassium Channel Tetramerization Domain Containing 14","Protein Coding","Q9BQ13","37","GC11M133213","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD14"
"PRSS48","Serine Protease 48","Protein Coding","Q7RTY5","37","GC04P151277","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS48"
"ZNF648","Zinc Finger Protein 648","Protein Coding","Q5T619","37","GC01M186302","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF648"
"ZNF701","Zinc Finger Protein 701","Protein Coding","Q9NV72","37","GC19P052555","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF701"
"AWAT2","Acyl-CoA Wax Alcohol Acyltransferase 2","Protein Coding","Q6E213","36","GC0XM070040","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AWAT2"
"KRTAP10-5","Keratin Associated Protein 10-5","Protein Coding","P60370","36","GC21M054250","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP10-5"
"RNF122","Ring Finger Protein 122","Protein Coding","Q9H9V4","36","GC08M033524","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF122"
"RNF148","Ring Finger Protein 148","Protein Coding","Q8N7C7","36","GC07M122701","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF148"
"ZNF439","Zinc Finger Protein 439","Protein Coding","Q8NDP4","36","GC19P132363","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF439"
"ZNF624","Zinc Finger Protein 624","Protein Coding","Q9P2J8","36","GC17M016614","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF624"
"OR10A4","Olfactory Receptor Family 10 Subfamily A Member 4","Protein Coding","Q9H209","35","GC11P006876","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10A4"
"OR13D1","Olfactory Receptor Family 13 Subfamily D Member 1","Protein Coding","Q8NGV5","35","GC09P104694","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR13D1"
"OR56B1","Olfactory Receptor Family 56 Subfamily B Member 1","Protein Coding","Q8NGI3","35","GC11P005736","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR56B1"
"WFDC5","WAP Four-Disulfide Core Domain 5","Protein Coding","Q8TCV5","35","GC20M045109","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFDC5"
"ZNF256","Zinc Finger Protein 256","Protein Coding","Q9Y2P7","35","GC19M057940","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF256"
"AWAT1","Acyl-CoA Wax Alcohol Acyltransferase 1","Protein Coding","Q58HT5","34","GC0XP070234","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AWAT1"
"ZNF223","Zinc Finger Protein 223","Protein Coding","Q9UK11","34","GC19P044051","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF223"
"OR1S1","Olfactory Receptor Family 1 Subfamily S Member 1","Protein Coding","Q8NH92","33","GC11P059073","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR1S1"
"OR52E8","Olfactory Receptor Family 52 Subfamily E Member 8","Protein Coding","Q6IFG1","33","GC11M005856","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR52E8"
"ZNF660","Zinc Finger Protein 660","Protein Coding","Q6AZW8","33","GC03P061316","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF660"
"OR2G2","Olfactory Receptor Family 2 Subfamily G Member 2","Protein Coding","Q8NGZ5","31","GC01P247588","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2G2"
"SERHL","Serine Hydrolase Like (Pseudogene)","Pseudogene","Q9NQF3","30","GC22P042500","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERHL"
"PMS2P3","PMS1 Homolog 2, Mismatch Repair System Component Pseudogene 3","Pseudogene","Q13401","27","GC07M075507","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS2P3"
"CDC14C","Cell Division Cycle 14C","Protein Coding","A4D256","26","GC07P050182","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14C"
"CES1P1","Carboxylesterase 1 Pseudogene 1","Pseudogene","Q9UKY3","26","GC16P105547","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CES1P1"
"FMO6P","Flavin Containing Dimethylaniline Monoxygenase 6, Pseudogene","Pseudogene","O60774","26","GC01P171137","0.892554759979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMO6P"
